,Nearest Neighbors,Linear SVM,RBF SVM,Decision Tree,Random Forest,Neural Net,AdaBoost,Naive Bayes,QDA
0,0.7474048442906575,0.754325259515571,0.8281430219146482,0.6816608996539792,0.7439446366782007,0.8004613610149942,0.3990772779700115,0.7670126874279123,0.7912341407151096
