,Nearest Neighbors,Linear SVM,RBF SVM,Decision Tree,Random Forest,Neural Net,AdaBoost,Naive Bayes,QDA,XGBoost
0,0.7462514417531718,0.7693194925028836,0.8373702422145328,0.8350634371395617,0.8281430219146482,0.7635524798154556,0.41522491349480967,0.8016147635524798,0.7185697808535179,0.7589388696655133
