,A,A+P,A+C,A+P+C,P,P+C
0,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
1,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
2,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
3,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
4,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
5,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
6,0.8281430219146482,0.9284890426758939,0.8558246828143022,0.9296424452133795,0.8696655132641292,0.8696655132641292
7,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
8,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
9,0.8281430219146482,0.9284890426758939,0.8731257208765859,0.9296424452133795,0.8696655132641292,0.8696655132641292
10,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
11,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
12,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
13,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
14,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
15,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8881199538638985
16,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
17,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
18,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
19,0.8281430219146482,0.9284890426758939,0.8523644752018454,0.9296424452133795,0.8696655132641292,0.8696655132641292
